book_id,isbn13,authors,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
715,9780375408270,Arthur Miller,2007,Death of a Salesman,3.49,147597,6733,19241,46338,46051,29234,https://images.gr-assets.com/books/1469024140m/12898.jpg,https://images.gr-assets.com/books/1469024140s/12898.jpg
716,9780805047900,Nicholas Sparks,2012,The Choice,3.99,128525,2160,7288,28349,42867,47861,https://images.gr-assets.com/books/1385739133m/531350.jpg,https://images.gr-assets.com/books/1385739133s/531350.jpg
717,9780553283690,Kate Egan,1929,The Hunger Games: Official Illustrated Movie Companion,4.51,120075,1968,2226,10191,24365,81325,https://images.gr-assets.com/books/1363678804m/11742691.jpg,https://images.gr-assets.com/books/1363678804s/11742691.jpg
718,9780142000690,William Faulkner,2005,The Sound and the Fury,3.86,133331,6725,10848,26021,40913,48824,https://images.gr-assets.com/books/1433089995m/10975.jpg,https://images.gr-assets.com/books/1433089995s/10975.jpg
719,9780061007220,Eckhart Tolle,2002,A New Earth: Awakening to Your Life's Purpose,4.02,113457,4424,7162,19384,32949,49538,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
720,9780316125580,Tite Kubo,2013,"Bleach, Volume 01",4.21,120433,2644,5380,18982,30554,62873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
721,9780679764020,Allie Brosh,1992,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.17,131008,4313,5424,17787,39701,63783,https://images.gr-assets.com/books/1409522492m/17571564.jpg,https://images.gr-assets.com/books/1409522492s/17571564.jpg
722,9780440174650,Robert Jordan,2003,"The Shadow Rising (Wheel of Time, #4)",4.21,130562,930,3327,20346,48728,57231,https://images.gr-assets.com/books/1470841890m/9539.jpg,https://images.gr-assets.com/books/1470841890s/9539.jpg
723,9780930289450,Gregory David Roberts,2008,Shantaram,4.26,111838,2188,4308,13378,34106,57858,https://images.gr-assets.com/books/1333482282m/33600.jpg,https://images.gr-assets.com/books/1333482282s/33600.jpg
724,9780679732760,Charlaine Harris,1991,"From Dead to Worse (Sookie Stackhouse, #8)",4.01,161814,946,5941,37809,62516,54602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
725,9780374105240,"Stephen King, Ned Dameron",1997,"The Waste Lands (The Dark Tower, #3)",4.24,135257,801,3169,19831,50959,60497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
726,9780689862200,Jeffery Deaver,1995,"The Bone Collector (Lincoln Rhyme, #1)",4.18,125250,1165,3101,20494,47836,52654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
727,9780751514630,"Bernhard Schlink, Carol Brown Janeway",1967,The Reader,3.73,141705,2975,10982,39603,55731,32414,https://images.gr-assets.com/books/1327936339m/101299.jpg,https://images.gr-assets.com/books/1327936339s/101299.jpg
728,9780060529960,"Bill Martin Jr., Eric Carle",1989,"Brown Bear, Brown Bear, What Do You See?",4.19,127162,2280,6108,22298,31492,64984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
729,9780143035470,Dan Simmons,1947,"Hyperion (Hyperion Cantos, #1)",4.21,130489,2284,5503,18329,41131,63242,https://images.gr-assets.com/books/1405546838m/77566.jpg,https://images.gr-assets.com/books/1405546838s/77566.jpg
730,9780380813810,John Steinbeck,1971,The Pearl,3.41,145891,8757,18361,48458,45467,24848,https://images.gr-assets.com/books/1437234939m/5308.jpg,https://images.gr-assets.com/books/1437234939s/5308.jpg
731,9781577314810,William Peter Blatty,2009,The Exorcist,4.14,130575,2211,4877,22809,43470,57208,https://images.gr-assets.com/books/1375168676m/179780.jpg,https://images.gr-assets.com/books/1375168676s/179780.jpg
732,9780399159020,Stephenie Meyer,1994,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",3.51,159769,7314,21317,50829,43629,36680,https://images.gr-assets.com/books/1274335680m/7937462.jpg,https://images.gr-assets.com/books/1274335680s/7937462.jpg
733,9780553804680,David Guterson,1976,Snow Falling on Cedars,3.80,136212,2507,9023,35994,54408,34280,https://images.gr-assets.com/books/1479863528m/77142.jpg,https://images.gr-assets.com/books/1479863528s/77142.jpg
734,9780064471830,Alex Haley,1988,Roots: The Saga of an American Family,4.42,122585,784,1951,12877,36557,70416,https://images.gr-assets.com/books/1329398936m/546018.jpg,https://images.gr-assets.com/books/1329398936s/546018.jpg
735,9780441017160,"Alan Moore, Brian Bolland, Tim Sale",1952,Batman: The Killing Joke,4.36,123312,883,2751,14311,38045,67322,https://images.gr-assets.com/books/1346331835m/96358.jpg,https://images.gr-assets.com/books/1346331835s/96358.jpg
736,9781439102760,Ralph Ellison,2007,Invisible Man,3.84,127464,4351,10006,28935,43080,41092,https://images.gr-assets.com/books/1352854247m/16981.jpg,https://images.gr-assets.com/books/1352854247s/16981.jpg
737,9781620610080,Ishmael Beah,1971,A Long Way Gone: Memoirs of a Boy Soldier,4.14,121841,1424,3801,20057,46963,49596,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
738,9780345418910,Robert C. O'Brien,1982,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",4.13,142350,1620,4727,26279,50968,58756,https://images.gr-assets.com/books/1351191064m/9822.jpg,https://images.gr-assets.com/books/1351191064s/9822.jpg
739,9781619630630,Stephen King,1953,Different Seasons,4.34,138206,435,2223,17523,48177,69848,https://images.gr-assets.com/books/1329662611m/39662.jpg,https://images.gr-assets.com/books/1329662611s/39662.jpg
740,9781932664090,"Laura Ingalls Wilder, Garth Williams",1998,"The Little House Collection (Little House, #1-9)",4.33,128880,2304,3046,15651,36875,71004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
741,9781416586290,Melissa Bank,2012,The Girls' Guide to Hunting and Fishing,3.29,118017,11089,16858,37528,32016,20526,https://images.gr-assets.com/books/1309210476m/33926.jpg,https://images.gr-assets.com/books/1309210476s/33926.jpg
742,9780061020680,Hugh Howey,2002,"Wool Omnibus (Silo, #1)",4.24,121842,1155,3518,15776,46236,55157,https://images.gr-assets.com/books/1349614200m/13453029.jpg,https://images.gr-assets.com/books/1349614200s/13453029.jpg
743,9780373210080,Christopher Moore,1997,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26,125861,2392,4578,16179,37102,65610,https://images.gr-assets.com/books/1331419009m/28881.jpg,https://images.gr-assets.com/books/1331419009s/28881.jpg
744,9780671683900,Eckhart Tolle,2012,The Power of Now: A Guide to Spiritual Enlightenment,4.10,112730,3440,6131,17848,33175,52136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
745,9780393324820,Jenny Lawson,2006,Let's Pretend This Never Happened: A Mostly True Memoir,3.90,130593,5179,9769,25994,41884,47767,https://images.gr-assets.com/books/1489415716m/12868761.jpg,https://images.gr-assets.com/books/1489415716s/12868761.jpg
746,9781595143170,Scott Lynch,1995,"The Lies of Locke Lamora (Gentleman Bastard, #1)",4.30,138021,2360,4377,14772,44719,71793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
747,9780765342410,Garth Nix,2009,"Sabriel (Abhorsen, #1)",4.17,146144,2911,5797,22367,47814,67255,https://images.gr-assets.com/books/1293655399m/518848.jpg,https://images.gr-assets.com/books/1293655399s/518848.jpg
748,9780385342020,Charlaine Harris,2013,"Dead and Gone (Sookie Stackhouse, #9)",4.01,156932,1114,6415,36292,59321,53790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
749,9780340606510,Jodi Picoult,2011,The Storyteller,4.26,125264,1206,3199,15490,47104,58265,https://images.gr-assets.com/books/1356328634m/15753740.jpg,https://images.gr-assets.com/books/1356328634s/15753740.jpg
750,9780452287070,Jennifer L. Armentrout,1982,"Obsidian (Lux, #1)",4.23,176296,4284,6932,23256,50731,91093,https://images.gr-assets.com/books/1328275091m/12578077.jpg,https://images.gr-assets.com/books/1328275091s/12578077.jpg
751,9781416563690,Douglas Adams,2013,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",4.19,145992,657,3816,25663,53047,62809,https://images.gr-assets.com/books/1333577589m/8694.jpg,https://images.gr-assets.com/books/1333577589s/8694.jpg
752,9780345350690,Sarah J. Maas,2004,"Crown of Midnight (Throne of Glass, #2)",4.49,184381,1092,2478,14391,52781,113639,https://images.gr-assets.com/books/1391580481m/17167166.jpg,https://images.gr-assets.com/books/1391580481s/17167166.jpg
753,9781563892270,Bryan Lee O'Malley,2008,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",4.18,130847,3667,4891,18962,40649,62678,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
754,9780345465080,Jeannette Walls,1987,Half Broke Horses,4.05,119479,820,3719,23221,52865,38854,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
755,9780380731860,Terry Pratchett,2010,"Mort (Death, #1; Discworld, #4)",4.22,141887,912,2663,21970,55524,60818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
756,9780553328260,Julie Kagawa,1985,"The Iron King (The Iron Fey, #1)",3.92,163118,5814,11383,34292,50281,61348,https://images.gr-assets.com/books/1327877670m/6644117.jpg,https://images.gr-assets.com/books/1327877670s/6644117.jpg
757,9780198320270,Larry McMurtry,2003,Lonesome Dove,4.47,116430,1080,2179,10686,29526,72959,https://images.gr-assets.com/books/1378573063m/256008.jpg,https://images.gr-assets.com/books/1378573063s/256008.jpg
758,9780307408850,Mary Roach,2011,Stiff: The Curious Lives of Human Cadavers,4.05,128102,1992,5132,24229,49580,47169,https://images.gr-assets.com/books/1347656489m/32145.jpg,https://images.gr-assets.com/books/1347656489s/32145.jpg
759,9780140449140,Richelle Mead,1998,"Bloodlines (Bloodlines, #1)",4.22,146134,3103,4901,21147,45060,71923,https://images.gr-assets.com/books/1297199431m/8709527.jpg,https://images.gr-assets.com/books/1297199431s/8709527.jpg
760,9780743477570,Orson Scott Card,2009,"Ender's Shadow (Ender's Shadow, #1)",4.30,125744,706,2793,16218,44173,61854,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
761,9780312642980,Sophie Kinsella,1982,Twenties Girl,3.82,126192,3479,9323,32120,42968,38302,https://images.gr-assets.com/books/1320544759m/6063187.jpg,https://images.gr-assets.com/books/1320544759s/6063187.jpg
762,9780066211310,Thomas Keneally,1970,Schindler's List,4.34,113156,1225,2361,12913,36982,59675,https://images.gr-assets.com/books/1348163457m/375013.jpg,https://images.gr-assets.com/books/1348163457s/375013.jpg
763,9780714836260,Toni Morrison,2009,The Bluest Eye,3.99,121866,2409,6094,24867,45871,42625,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
764,9780767905180,Philippa Gregory,1965,"The White Queen (The Plantagenet and Tudor Novels, #2)",3.90,130446,2295,7115,31384,49549,40103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
765,9780451527880,"Malcolm X, Alex Haley",1989,The Autobiography of Malcolm X,4.29,131773,2453,3362,16312,41019,68627,https://images.gr-assets.com/books/1434682864m/92057.jpg,https://images.gr-assets.com/books/1434682864s/92057.jpg
766,9781400030650,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen Berger",1999,Preludes & Nocturnes (The Sandman #1),4.30,138525,2632,3868,16435,41523,74067,https://images.gr-assets.com/books/1411609637m/23754.jpg,https://images.gr-assets.com/books/1411609637s/23754.jpg
767,9780836220890,Laura Hillenbrand,2003,Seabiscuit: An American Legend,4.20,116984,1391,3451,18065,41881,52196,https://images.gr-assets.com/books/1171644213m/110737.jpg,https://images.gr-assets.com/books/1171644213s/110737.jpg
769,9780543898080,Arthur Conan Doyle,1599,The Complete Sherlock Holmes,4.50,126558,471,1125,10089,37928,76945,https://images.gr-assets.com/books/1465539139m/188572.jpg,https://images.gr-assets.com/books/1465539139s/188572.jpg
772,9780425144370,"Plato, Desmond Lee",1593,The Republic,3.90,122747,2772,7531,29394,42284,40766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
773,9780060513090,William Shakespeare,2014,The Taming of the Shrew,3.81,134240,2869,9611,35666,47453,38641,https://images.gr-assets.com/books/1327935253m/47021.jpg,https://images.gr-assets.com/books/1327935253s/47021.jpg
774,9780061992700,Marissa Meyer,2010,"Cress (The Lunar Chronicles, #3)",4.46,177466,866,2056,14772,56494,103278,https://images.gr-assets.com/books/1470057005m/13206828.jpg,https://images.gr-assets.com/books/1470057005s/13206828.jpg
775,9782020336470,Patti Smith,1997,Just Kids,4.14,117400,3268,5377,17142,37031,54582,https://images.gr-assets.com/books/1259762407m/341879.jpg,https://images.gr-assets.com/books/1259762407s/341879.jpg
777,9781878424500,Jane Green,1831,Jemima J,3.62,103849,8909,9304,24965,29819,30852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
778,9780743296430,"Victor Hugo, Walter J. Cobb",1996,The Hunchback of Notre-Dame,3.97,133421,1952,6849,30636,47753,46231,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
779,9780394709310,Rohinton Mistry,1987,A Fine Balance,4.34,104516,1477,3066,11254,31034,57685,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
780,9780744583270,"Bill Watterson, G.B. Trudeau",2006,Calvin and Hobbes,4.61,118294,980,1435,7684,22365,85830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
781,9781476727650,Scott Westerfeld,1899,"Specials (Uglies, #3)",3.77,148783,3286,13140,41196,48574,42587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
782,9780140285670,Kate Chopin,2009,The Awakening,3.63,137455,7523,14751,35125,44172,35884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
783,9781434768510,"P.C. Cast, Kristin Cast",2006,"Hunted (House of Night, #5)",3.93,146051,4169,10788,32719,41977,56398,https://images.gr-assets.com/books/1438042897m/4134071.jpg,https://images.gr-assets.com/books/1438042897s/4134071.jpg
784,9780007173690,Mitch Albom,1989,For One More Day,4.09,106720,958,4221,21064,38962,41515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
785,9780425188800,Tom Clancy,1996,"Clear and Present Danger (Jack Ryan Universe, #6)",4.08,108638,973,3064,21463,44290,38848,https://images.gr-assets.com/books/1291440438m/32669.jpg,https://images.gr-assets.com/books/1291440438s/32669.jpg
786,9780553213870,Shel Silverstein,2010,Falling Up,4.33,114990,1209,2879,15625,32073,63204,https://images.gr-assets.com/books/1327871908m/30120.jpg,https://images.gr-assets.com/books/1327871908s/30120.jpg
787,9780525951280,Justin Halpern,1993,Sh*t My Dad Says,3.98,116368,2279,6246,25054,40835,41954,https://images.gr-assets.com/books/1370399211m/7821447.jpg,https://images.gr-assets.com/books/1370399211s/7821447.jpg
788,9780446563090,"Irvine Welsh, Eric Lindor Fall",1952,Trainspotting,4.07,110677,1757,4329,19778,42833,41980,https://images.gr-assets.com/books/1375258001m/23955.jpg,https://images.gr-assets.com/books/1375258001s/23955.jpg
789,9781591826030,Isaac Asimov,1997,Foundation and Empire (Foundation #2),4.20,116241,497,2770,18775,44860,49339,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
790,9780743482840,Miguel Ruiz,2010,The Four Agreements: A Practical Guide to Personal Freedom,4.12,112472,2463,5818,19047,33836,51308,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
791,9781905654950,Jodi Picoult,1812,House Rules,4.01,119767,1155,5434,25143,47540,40495,https://images.gr-assets.com/books/1290479868m/6614960.jpg,https://images.gr-assets.com/books/1290479868s/6614960.jpg
792,9780340829780,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1967,The Complete Grimm's Fairy Tales,4.31,128007,772,2476,18421,41254,65084,https://images.gr-assets.com/books/1369540060m/22917.jpg,https://images.gr-assets.com/books/1369540060s/22917.jpg
793,9780385351390,E.L. Konigsburg,2013,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,144108,1943,5209,25045,49509,62402,https://images.gr-assets.com/books/1327784751m/3980.jpg,https://images.gr-assets.com/books/1327784751s/3980.jpg
794,9780439813780,Stephen King,1998,"Doctor Sleep (The Shining, #2)",4.10,116565,1117,4071,19995,48181,43201,https://images.gr-assets.com/books/1362415596m/16130549.jpg,https://images.gr-assets.com/books/1362415596s/16130549.jpg
795,9780060776090,Nick Hornby,2012,About a Boy,3.79,112161,1127,5639,32252,49493,23650,https://images.gr-assets.com/books/1382004144m/4271.jpg,https://images.gr-assets.com/books/1382004144s/4271.jpg
796,9781591169150,Samantha Young,2008,"On Dublin Street (On Dublin Street, #1)",4.24,145943,2615,5087,19239,46853,72149,https://images.gr-assets.com/books/1490401910m/15760001.jpg,https://images.gr-assets.com/books/1490401910s/15760001.jpg
797,9780778316560,"Francis Chan, Danae Yankoski, Chris Tomlin",1960,Crazy Love: Overwhelmed by a Relentless God,4.15,109134,2800,4867,16969,32636,51862,https://images.gr-assets.com/books/1328763220m/3206011.jpg,https://images.gr-assets.com/books/1328763220s/3206011.jpg
798,9781250049380,Dr. Seuss,1987,"One Fish, Two Fish, Red Fish, Blue Fish",4.12,122653,2153,5979,24401,32449,57671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
799,9781905654580,Dean Koontz,1902,Watchers,4.16,113984,1253,3766,20833,38155,49977,https://images.gr-assets.com/books/1308458930m/32423.jpg,https://images.gr-assets.com/books/1308458930s/32423.jpg
800,9780375706680,Helen Keller,2009,The Story of My Life,4.07,110056,2514,4654,20960,36225,45703,https://images.gr-assets.com/books/1320429331m/821611.jpg,https://images.gr-assets.com/books/1320429331s/821611.jpg
801,9780007230200,Jonathan Tropper,2010,This is Where I Leave You,3.88,111476,1552,6027,26235,47931,29731,https://images.gr-assets.com/books/1467397162m/6224935.jpg,https://images.gr-assets.com/books/1467397162s/6224935.jpg
802,9780064410340,Seth Grahame-Smith,1999,Abraham Lincoln: Vampire Hunter,3.70,118704,4404,10413,31741,42104,30042,https://images.gr-assets.com/books/1291165397m/7108001.jpg,https://images.gr-assets.com/books/1291165397s/7108001.jpg
803,9782226131900,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1623,"Fruits Basket, Vol. 1",4.23,118803,3190,5265,17379,27721,65248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
804,9780691096120,William Shakespeare,2010,The Tempest,3.80,135537,2394,10084,37832,46984,38243,https://images.gr-assets.com/books/1327793692m/12985.jpg,https://images.gr-assets.com/books/1327793692s/12985.jpg
805,9780571225380,"P.C. Cast, Kristin Cast",1997,"Burned (House of Night, #7)",3.98,129493,3628,8971,27361,35719,53814,https://images.gr-assets.com/books/1327944437m/6917952.jpg,https://images.gr-assets.com/books/1327944437s/6917952.jpg
806,9780446547660,"Stephen King, Dave McKean",2013,"Wizard and Glass (The Dark Tower, #4)",4.24,120708,1040,4034,17762,39468,58404,https://images.gr-assets.com/books/1327946510m/5096.jpg,https://images.gr-assets.com/books/1327946510s/5096.jpg
807,9780224094150,Dave Eggers,2007,The Circle,3.46,129023,5667,16425,41080,44562,21289,https://images.gr-assets.com/books/1376419833m/18302455.jpg,https://images.gr-assets.com/books/1376419833s/18302455.jpg
808,9780312938990,Brian Selznick,1932,The Invention of Hugo Cabret,4.23,135507,1601,4222,20022,44895,64767,https://images.gr-assets.com/books/1422312376m/9673436.jpg,https://images.gr-assets.com/books/1422312376s/9673436.jpg
809,9781580495940,"Aldous Huxley, Christopher Hitchens",2003,Brave New World / Brave New World Revisited,4.16,110115,1215,3784,18335,39753,47028,https://images.gr-assets.com/books/1331315450m/5479.jpg,https://images.gr-assets.com/books/1331315450s/5479.jpg
810,9781400067110,Bisco Hatori,2014,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",4.36,114117,2338,3593,13572,26298,68316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
811,9780143039100,Mary Kubica,2012,The Good Girl,3.81,122753,2697,8081,30628,49795,31552,https://images.gr-assets.com/books/1388340126m/18812405.jpg,https://images.gr-assets.com/books/1388340126s/18812405.jpg
812,9780375714570,Abbi Glines,2014,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",4.21,143547,3366,6036,19726,42292,72127,https://images.gr-assets.com/books/1349565157m/16070903.jpg,https://images.gr-assets.com/books/1349565157s/16070903.jpg
813,9781420925430,Rainbow Rowell,2008,Landline,3.55,123422,5386,13087,38025,41984,24940,https://images.gr-assets.com/books/1499378092m/18081809.jpg,https://images.gr-assets.com/books/1499378092s/18081809.jpg
814,9780316084240,"P.C. Cast, Kristin Cast",2005,"Tempted (House of Night, #6)",3.96,137910,4010,9937,29521,38966,55476,https://images.gr-assets.com/books/1408633041m/6262365.jpg,https://images.gr-assets.com/books/1408633041s/6262365.jpg
815,9780670010880,Cormac McCarthy,2009,No Country for Old Men,4.12,110082,1533,3795,16790,45304,42660,https://images.gr-assets.com/books/1443231179m/12497.jpg,https://images.gr-assets.com/books/1443231179s/12497.jpg
816,9780399151580,Hilary Mantel,1986,"Wolf Hall (Thomas Cromwell, #1)",3.85,118705,6673,9916,21464,37421,43231,https://images.gr-assets.com/books/1336576165m/6101138.jpg,https://images.gr-assets.com/books/1336576165s/6101138.jpg
817,9780385339670,Diana Wynne Jones,2001,"Howl's Moving Castle (Howl's Moving Castle, #1)",4.30,140348,1370,3764,18194,45058,71962,https://images.gr-assets.com/books/1407450489m/6294.jpg,https://images.gr-assets.com/books/1407450489s/6294.jpg
818,9781569319000,"Stephen King, William Olivier Desmond",1854,Dreamcatcher,3.59,122599,5234,14010,36926,36389,30040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
819,9780812993300,Henry David Thoreau,1989,Walden,3.79,120653,5092,10227,27683,39108,38543,https://images.gr-assets.com/books/1465675526m/16902.jpg,https://images.gr-assets.com/books/1465675526s/16902.jpg
820,9780307931890,Kazuo Ishiguro,2010,The Remains of the Day,4.10,121763,1500,5028,21065,46702,47468,https://images.gr-assets.com/books/1327128714m/28921.jpg,https://images.gr-assets.com/books/1327128714s/28921.jpg
821,9780312861870,Nicholas Sparks,2011,The Best of Me,3.91,124564,2688,9119,28642,40370,43745,https://images.gr-assets.com/books/1301685366m/10766509.jpg,https://images.gr-assets.com/books/1301685366s/10766509.jpg
824,9780451219370,"Sophocles, J.E. Thomas",2009,"Oedipus Rex (The Theban Plays, #1)",3.67,134384,3032,12324,42020,45436,31572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
825,9781619634440,Lisa See,1908,Shanghai Girls (Shanghai Girls #1),3.87,114862,1334,5638,28727,49667,29496,https://images.gr-assets.com/books/1327968416m/5960325.jpg,https://images.gr-assets.com/books/1327968416s/5960325.jpg
826,9780345803570,"Kenneth Grahame, Gillian Avery",2014,The Wind in the Willows,3.98,139791,2608,7140,31301,47933,50809,https://images.gr-assets.com/books/1423183570m/5659.jpg,https://images.gr-assets.com/books/1423183570s/5659.jpg
827,9780689835680,Jenny Han,2000,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",4.11,151311,3388,6744,25033,51196,64950,https://images.gr-assets.com/books/1372086100m/15749186.jpg,https://images.gr-assets.com/books/1372086100s/15749186.jpg
828,9780545132050,"Marjane Satrapi, Mattias Ripa",1908,"Persepolis: The Story of a Childhood (Persepolis, #1)",4.23,119965,1138,3121,16734,45474,53498,https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg
